SDSS,petroR90_g,b_a,TT,Bar,RA,DE,hubble,ellip
J10575073+08023817,16.13,0.869,3,4,164.46137,8.043936,SBb,-99
J11013135+07562200,11.28,0.82,1,0,165.38062,7.939444,Sa,-99
J11015896+08063208,11.67,0.564,6,0,165.49567,8.108911,Sc,-99
J11022276+08030953,10.7,0.973,-5,0,165.59483,8.052647,E0,0
J10024216+53552941,15.34,0.65,1,8,150.67567,53.924836,SBa,-99
J10031484+53550824,18.15,0.527,2,0,150.81183,53.918956,Sa,-99
J10101031+54331426,6.18,0.785,-3,0,152.54296,54.553961,S0,-99
J10112836+54391042,6.47,0.826,-5,0,152.86817,54.652894,E2,2
J10252420+55312998,46.61,0.586,5,8,156.35083,55.524994,SBc,-99
J10463758+56513819,9.95,0.199,6,0,161.65658,56.860608,Sc,-99
J10563171+57205232,11.6,0.469,2,4,164.13212,57.347867,SBa,-99
J10564983+57244569,6.29,0.23,3,0,164.20762,57.412692,Sb,-99
J11000740+57254315,17,0.956,0,8,165.03083,57.428653,S0,-99
J11064954+57410786,17.9,0.707,4,0,166.70642,57.685517,Sb,-99
J11110487+57565507,38.95,0.943,5,8,167.77029,57.948631,SBc,-99
J11185768+58032390,3.76,0.928,-2,8,169.74033,58.056639,S0,-99
J11190762+58031462,5.8,0.708,-3,0,169.78175,58.054061,S0,-99
J11224023+58155382,8.62,0.831,-5,0,170.66762,58.26495,E2,2
J11225009+58151845,6.69,0.733,-5,0,170.70871,58.255125,E3,3
J10042350+54344805,9.3,0.821,-3,0,151.09792,54.580014,S0,-99
J10045182+54340461,17.91,0.681,-5,0,151.21592,54.567947,E3,3
J10075081+54441740,7.1,0.63,-2,0,151.96171,54.738167,S0,-99
J10225737+55544954,40.16,0.542,5,8,155.73904,55.913761,SBc,-99
J11062312+58091429,16.55,0.654,-5,0,166.59633,58.153969,E3,3
J11151509+58322544,25.02,0.83,4,0,168.81287,58.5404,Sb,-99
J11184826+58363420,17.76,0.464,3,0,169.70108,58.6095,Sb,-99
J10055706+55154262,40.12,0.725,3,0,151.48775,55.261839,Sb,-99
J10120258+55334207,6.64,0.799,-2,0,153.01075,55.561686,S0,-99
J10203879+56200651,17.12,0.914,4,0,155.16162,56.335142,Sb,-99
J10335122+57032161,13.64,0.836,-5,0,158.46342,57.056003,E2,2
J10433234+57402005,11.77,0.618,-3,0,160.88475,57.672236,S0,-99
J10491207+57501446,23.07,0.706,-5,0,162.30029,57.83735,E3,3
J11103567+58460618,37.42,0.903,3,4,167.64862,58.768383,SBb,-99
J11272135+59101610,9.74,0.661,-5,0,171.83896,59.171139,E3,3
J10074360+55493474,2.06,0.523,0,0,151.93167,55.826317,S0,-99
J10130883+56052284,13.42,0.255,5,0,153.28679,56.089678,Sc,-99
J10145462+56175908,16.75,0.683,-5,0,153.72758,56.299744,E3,3
J10292307+57195425,24.02,0.826,3,4,157.34612,57.331736,SBb,-99
J10311812+57240452,9.98,0.813,-5,0,157.8255,57.401256,E2,2
J10433528+58062301,11.83,0.813,-5,0,160.897,58.106392,E2,2
J10470911+58052207,12.17,0.785,-5,0,161.78796,58.089464,E2,2
J10491842+58204269,10.77,0.216,3,80,162.32675,58.345192,SBb,-99
J10521166+58261755,19.21,0.837,4,0,163.04858,58.438208,Sb,-99
J11055900+58564604,8.3,0.616,0,0,166.49583,58.946122,S0,-99
J11193338+59305308,9.51,0.895,3,0,169.88908,59.514744,Sb,-99
J11202069+59331753,11.32,0.4,2,4,170.08621,59.554869,SBa,-99
J11271917+59373631,31.45,0.501,5,4,171.82987,59.626753,SBc,-99
J10160338+56473334,8.08,0.901,-5,0,154.01408,56.792594,E1,1
J10190982+57065258,8.73,0.664,-5,0,154.79092,57.114606,E3,3
J10232145+57182276,9.01,0.836,-5,0,155.83937,57.306322,E2,2
J10444517+58271814,23.45,0.175,5,0,161.18821,58.455039,Sc,-99
J10452731+58353575,33.83,0.431,7,4,161.36379,58.593264,SBc,-99
J10542679+59021287,12.44,0.428,1,0,163.61162,59.036908,Sa,-99
J11180664+59455531,12.31,0.544,-5,0,169.52767,59.765364,E5,5
J11202647+59511127,13.63,0.683,0,0,170.11029,59.853131,S0,-99
J11204657+59534836,12.16,0.89,3,4,170.19404,59.896767,SBb,-99
J11203316+59521386,10.66,0.78,-3,0,170.13817,59.870517,S0,-99
J10362567+58332264,58.26,0.823,4,0,159.10696,58.556289,Sb,-99
J10424119+58503946,32.86,0.779,5,0,160.67162,58.844294,Sc,-99
J10442754+58541174,13.74,0.833,5,0,161.11475,58.903261,Sc,-99
J10565147+59320679,15.1,0.922,0,0,164.21446,59.535219,S0,-99
J10584489+59303886,64.31,0.818,3,0,164.68704,59.510794,Sb,-99
J11051853+59454135,8.85,0.749,1,0,166.32721,59.761486,Sa,-99
J11133492+60073068,37.28,0.816,3,0,168.3955,60.125189,Sb,-99
J11213910+60172653,14.39,0.745,3,0,170.41292,60.290703,Sb,-99
J11255254+60284673,15.65,0.88,-3,0,171.46892,60.479647,S0,-99
J11305049+60300835,32.95,0.749,6,68,172.71037,60.502319,SBc,-99
J11521874+58565742,9.5,0.885,5,0,178.07808,58.949283,Sc,-99
J12333213+59044986,11.56,0.901,3,0,188.38387,59.080517,Sb,-99
J12345182+58550067,29.77,0.311,-5,0,188.71592,58.916853,E7,7
J12343380+58570452,13.79,0.451,3,4,188.64083,58.951256,SBb,-99
J12351166+59025274,10.76,0.749,0,0,188.79858,59.047983,S0,-99
J12352126+58565907,15.7,0.449,3,72,188.83858,58.949742,SBb,-99
J12431974+58575384,15.65,0.334,1,0,190.83225,58.964956,Sa,-99
J13293359+57460541,36.37,0.912,3,4,202.38996,57.768169,SBb,-99
J11521877+59120868,6.67,0.535,0,4,178.07821,59.202411,S0,-99
J11540620+59170701,8.96,0.76,0,0,178.52583,59.285281,S0,-99
J11551493+59190852,14.87,0.696,-5,0,178.81221,59.319033,E3,3
J11560682+59252994,16.73,0.45,0,32,179.02842,59.424983,S0,-99
J12005784+59230671,9.89,0.827,3,0,180.241,59.385197,Sb,-99
J12095105+59265306,25.06,0.395,0,0,182.46271,59.448072,S0,-99
J12160113+59302841,11.21,0.448,7,0,184.00471,59.507892,Sc,-99
J12281135+59304685,36.78,0.602,3,2,187.04729,59.513014,SBb,-99
J12390480+59242953,7.24,0.641,-3,0,189.77,59.408203,S0,-99
J12524449+59155647,24.16,0.595,3,8,193.18537,59.265686,SBb,-99
J12592608+59010687,29.64,0.823,3,0,194.85867,59.018575,Sb,-99
J13003395+58585727,8.61,0.587,-2,0,195.14146,58.982575,S0,-99
J13051665+58541581,10.99,0.556,-2,0,196.31937,58.904392,S0,-99
J13210301+58325615,18.28,0.545,-5,0,200.26254,58.548931,E5,5
J13303169+58203286,10.97,0.747,2,0,202.63204,58.342461,Sa,-99
J11455336+59342953,9.94,0.321,5,0,176.47233,59.574869,Sc,-99
J11502387+59370994,15.51,0.277,6,0,177.59946,59.619428,Sc,-99
J11532884+59415699,33.42,0.685,5,0,178.37017,59.699164,Sc,-99
J12033441+59522129,10.65,0.951,-5,0,180.89337,59.872581,E0,0
J12144862+59542259,26.02,0.729,-5,0,183.70258,59.906275,E3,3
J12161200+59580564,13.97,0.444,5,4,184.05,59.968233,SBc,-99
J12161381+59584211,12.53,0.725,3,0,184.05754,59.978364,Sb,-99
J12151932+59580334,14.24,0.973,-5,0,183.8305,59.967594,E0,0
J12155278+59545191,10.08,0.526,3,72,183.96992,59.914419,SBb,-99
J12420368+59511643,8.66,0.498,2,0,190.51533,59.854564,Sa,-99
J13093777+59173913,18.77,0.682,0,4,197.40737,59.294203,S0,-99
J11503095+60074339,18.05,0.244,3,0,177.62896,60.128719,Sb,-99
J11584430+60080710,6.1,0.883,-3,0,179.68458,60.135306,S0,-99
J12163482+60215365,11.54,0.385,2,0,184.14508,60.364903,Sa,-99
J13243397+59201886,12.52,0.382,1,0,201.14154,59.338572,Sa,-99
J13314706+59104757,7.53,0.503,0,0,202.94608,59.179881,S0,-99
J13341022+58593647,12.99,0.459,1,0,203.54258,58.993464,Sa,-99
J11455950+60234049,6.2,0.444,3,0,176.49792,60.394581,Sb,-99
J11555368+60314622,14.98,0.396,4,0,178.97367,60.529506,Sb,-99
J12520544+60314653,8.54,0.515,2,0,193.02267,60.529592,Sa,-99
J13061396+60130271,15.7,0.524,2,0,196.55817,60.217419,Sa,-99
J13065252+60111623,21.32,0.816,-5,0,196.71883,60.187842,E2,2
J13073676+60092625,23.25,0.765,-5,0,196.90317,60.157292,E2,2
J13100435+60132682,11.26,0.877,-5,0,197.51812,60.224117,E1,1
J13263071+59431397,11.6,0.529,1,72,201.62796,59.720547,SBa,-99
J13342637+59222560,15.47,0.609,-5,0,203.60987,59.373778,E4,4
J11480462+60535087,12.36,0.571,0,0,177.01925,60.897464,S0,-99
J13181691+60260428,8.78,0.757,-5,0,199.57046,60.434522,E2,2
J13301098+59594369,7.59,0.659,-2,0,202.54575,59.995469,S0,-99
J09571148+05120472,6.63,0.545,0,0,149.29783,5.201311,S0,-99
J10044766+05220693,20.17,0.266,6,0,151.19858,5.368592,Sc,-99
J10151666+05231301,13.38,0.4,2,0,153.81942,5.386947,Sa,-99
J10522749+08053855,9.25,0.931,2,0,163.11454,8.094042,Sa,-99
J10191396+05270529,14.74,0.822,4,0,154.80817,5.451469,Sb,-99
J10392970+05474349,13.89,0.829,5,4,159.87375,5.795414,SBc,-99
J10425139+05513560,14.66,0.261,3,0,160.71412,5.859889,Sb,-99
J10472657+06025328,12.25,0.488,-2,0,161.86071,6.048133,S0,-99
J10504720+06055466,18.58,0.267,4,8,162.69667,6.098517,SBb,-99
J10580408+06024736,71.37,0.943,5,0,164.517,6.046489,Sc,-99
J10594149+06120157,17.74,0.549,-5,0,164.92287,6.200436,E5,5
J11022196+06043804,26.12,0.593,4,72,165.5915,6.077233,SBb,-99
J11045811+06071614,9.92,0.663,3,0,166.24212,6.12115,Sb,-99
J08221068+03160499,18.68,0.606,5,72,125.5445,3.268053,SBc,-99
J08365778+03422678,5.23,0.391,1,0,129.24075,3.707439,Sa,-99
J08380621+03500383,13.81,0.318,6,0,129.52587,3.834397,Sc,-99
J08393921+03494261,3.93,0.626,0,0,129.91337,3.828503,S0,-99
J09145535+04380237,11.06,0.576,1,0,138.73062,4.633992,Sa,-99
J09145859+04420081,17.73,0.197,4,0,138.74412,4.700225,Sb,-99
J09293721+05005186,9.18,0.536,1,0,142.40504,5.014406,Sa,-99
J09325564+05091971,13.91,0.724,-5,0,143.23183,5.155475,E3,3
J09382623+05122299,15.23,0.891,6,8,144.60929,5.206386,SBc,-99
J10053026+05401936,13.54,0.361,2,0,151.37608,5.672044,Sa,-99
J10111961+05534757,51.24,0.959,5,4,152.83171,5.896547,SBc,-99
J10124130+05554564,11.01,0.733,-5,0,153.17208,5.929344,E3,3
J10172877+06004307,9.9,0.575,-5,0,154.36987,6.011964,E4,4
J10212945+05563044,10.07,0.754,4,0,155.37271,5.941789,Sb,-99
J10213633+06013335,19.02,0.561,2,0,155.40137,6.025931,Sa,-99
J10291550+06074090,43.61,0.145,4,0,157.31458,6.128028,Sb,-99
J10411003+06172572,24.85,0.267,0,16,160.29179,6.290478,S0,-99
J10412114+06164430,12.08,0.611,6,4,160.33808,6.278972,SBc,-99
J10413376+06152767,13.7,0.864,-5,0,160.39067,6.257686,E1,1
J10440962+06221069,12.96,0.709,2,4,161.04008,6.369636,SBa,-99
J10480786+06181933,11.56,0.902,-5,0,162.03275,6.305369,E1,1
J10542200+06251649,23.05,0.833,3,8,163.59167,6.421247,SBb,-99
J10583105+06310541,9.07,0.838,-5,0,164.62937,6.518169,E2,2
J10585931+06312104,12.24,0.262,2,0,164.74712,6.522511,Sa,-99
J11063065+06333382,9.19,0.893,3,4,166.62771,6.559394,SBb,-99
J11134337+06411411,23.04,0.337,3,0,168.43071,6.687253,Sb,-99
J11140637+06343794,18.84,0.758,-5,0,168.52654,6.577206,E2,2
J08190248+03380287,9.42,0.847,-5,0,124.76033,3.634131,E2,2
J08225655+03483254,8.64,0.519,-2,0,125.73562,3.809039,S0,-99
J08225719+03503260,11.35,0.902,0,4,125.73829,3.842389,S0,-99
J08363085+04021558,15.51,0.812,0,0,129.12854,4.037661,S0,-99
J08384814+04073404,7.63,0.821,2,0,129.70058,4.126122,Sa,-99
J08482319+04231538,13.52,0.594,5,0,132.09662,4.387606,Sc,-99
J08574640+04363918,11.14,0.45,2,0,134.44333,4.610883,Sa,-99
J08583561+04372804,11.4,0.293,3,0,134.64837,4.624456,Sb,-99
J09051182+04533373,9.1,0.488,-2,0,136.29925,4.892703,S0,-99
J09061471+04583440,15.23,0.735,6,0,136.56129,4.976222,Sc,-99
J09240110+05123378,32.03,0.826,5,0,141.00458,5.209383,Sc,-99
J09251255+05210625,17.49,0.943,-5,0,141.30229,5.351736,E1,1
J09300975+05283783,18.6,0.674,5,0,142.54062,5.477175,Sc,-99
J09331535+05332950,9.72,0.442,6,0,143.31396,5.558194,Sc,-99
J09462043+05413060,6.95,0.376,6,0,146.58512,5.691833,Sc,-99
J09512736+05533772,11.47,0.947,3,0,147.864,5.893811,Sb,-99
J10041708+06082275,8.55,0.508,3,0,151.07117,6.139653,Sb,-99
J10103496+06100229,8.77,0.628,-3,0,152.64567,6.167303,S0,-99
J10114204+06144994,11.24,0.793,-5,0,152.92517,6.247206,E2,2
J10160020+06150521,15.16,0.959,-5,0,154.00083,6.251447,E0,0
J10161619+06145942,17.39,0.799,-5,0,154.06746,6.249839,E2,2
J10173681+06233767,12.57,0.572,3,4,154.40337,6.393797,SBb,-99
J10180857+06255285,5.24,0.357,1,0,154.53571,6.431347,Sa,-99
J10193504+06193489,69.1,0.525,5,0,154.896,6.326358,Sc,-99
J10235977+06290744,12.29,0.665,3,0,155.99904,6.4854,Sb,-99
J10244511+06244834,9.78,0.886,2,4,156.18796,6.413428,SBa,-99
J10343748+06401221,5.44,0.527,1,0,158.65617,6.670058,Sa,-99
J10343942+06382972,6.74,0.922,-3,0,158.66425,6.641589,S0,-99
J10435055+06454664,1.56,0.94,3,0,160.96062,6.762956,Sb,-99
J10441841+06462193,8.9,0.506,-2,0,161.07671,6.772758,S0,-99
J10564626+06511142,7.43,0.917,-3,0,164.19275,6.853172,S0,-99
J10565098+06542217,22.46,0.236,6,8,164.21242,6.906158,SBc,-99
J10592448+06585978,14.83,0.846,2,0,164.852,6.983272,Sa,-99
J11032125+06551935,18.73,0.713,5,0,165.83854,6.922042,Sc,-99
J11041116+07040851,9.76,0.664,-2,0,166.0465,7.069031,S0,-99
J11084853+07002160,11.69,0.55,-3,0,167.20221,7.006,S0,-99
J11112467+07003569,8.17,0.382,1,68,167.85279,7.009914,SBa,-99
J08143319+04005979,6.94,0.794,-5,0,123.63829,4.016608,E2,2
J08195388+04065605,38.21,0.317,5,0,124.9745,4.115569,Sc,-99
J08222164+04031677,7.6,0.506,0,0,125.59017,4.054658,S0,-99
J08221357+04115170,7.33,0.384,2,0,125.55654,4.197694,Sa,-99
J08233789+04153415,6.82,0.825,-5,0,125.90787,4.259486,E2,2
J08235675+04090496,28.11,0.877,2,0,125.98646,4.151378,Sa,-99
J08242583+04145165,9.62,0.455,1,0,126.10762,4.247681,Sa,-99
J08511144+04525014,11.64,0.906,2,0,132.79767,4.880594,Sa,-99
J08554197+04594127,11.83,0.796,-5,0,133.92487,4.994797,E2,2
J08594904+05033906,16.93,0.656,2,0,134.95433,5.06085,Sa,-99
J09144755+05271378,45.62,0.653,5,0,138.69812,5.453828,Sc,-99
J09200285+05440805,12.89,0.428,1,0,140.01187,5.735569,Sa,-99
J09235545+05442888,9.7,0.362,1,0,140.98104,5.741356,Sa,-99
J10470579+07141623,5.15,0.593,-2,0,161.77412,7.237842,S0,-99
J10472955+07150381,33.59,0.825,3,4,161.87312,7.251058,SBb,-99
J10564240+07133550,13.62,0.826,5,0,164.17667,7.226528,Sc,-99
J10595002+07203594,10.7,0.907,0,0,164.95842,7.343317,S0,-99
J11075911+07285778,7.55,0.421,1,72,166.99629,7.482717,SBa,-99
J11110672+07345981,9.13,0.924,-5,0,167.778,7.583281,E1,1
J11122463+07294125,12.96,0.672,1,0,168.10262,7.494792,Sa,-99
J09205021+06050724,8.23,0.85,0,0,140.20921,6.085344,S0,-99
J09215979+06005361,23.07,0.949,3,0,140.49912,6.014892,Sb,-99
J09220250+05595246,7.27,0.961,-3,0,140.51042,5.997906,S0,-99
J09392327+06240599,16.34,0.632,1,0,144.84696,6.401664,Sa,-99
J09393525+06245183,8.12,0.485,6,0,144.89687,6.414397,Sc,-99
J09464260+06405950,9.25,0.7,-2,0,146.6775,6.683194,S0,-99
J09491869+06442192,19.32,0.907,5,0,147.32787,6.739422,Sc,-99
J09530661+06422791,7.35,0.912,-3,0,148.27754,6.707753,S0,-99
J10013425+06555529,18.38,0.541,-5,0,150.39271,6.932025,E5,5
J10044755+06581132,13.8,0.871,4,4,151.19812,6.969811,SBb,-99
J10070488+07005848,10.67,0.621,-2,0,151.77033,7.016244,S0,-99
J10233124+07203622,3.54,0.919,-3,0,155.88017,7.343394,S0,-99
J10312824+07285457,14.11,0.726,-5,0,157.86767,7.481825,E3,3
J10352443+07324745,14.89,0.584,2,0,158.85179,7.546514,Sa,-99
J10400581+07340225,20.03,0.94,3,0,160.02421,7.567292,Sb,-99
J10462366+07350458,11.07,0.699,-5,0,161.59858,7.584606,E3,3
J10551013+07410444,12.7,0.933,0,0,163.79221,7.684567,S0,-99
J10593319+07410363,29.54,0.945,1,0,164.88829,7.684342,Sa,-99
J11070430+07481445,38.71,0.314,5,0,166.76792,7.804014,Sc,-99
J11101623+07482254,8.57,0.51,0,0,167.56762,7.806261,S0,-99
J11102889+07483460,16.98,0.553,3,4,167.62037,7.809611,SBb,-99
J11105028+07510101,17.33,0.862,-5,0,167.7095,7.850281,E1,1
J11131574+07500005,13.17,0.884,-5,0,168.31558,7.833347,E1,1
J10333444+07482347,18.11,0.314,3,4,158.3935,7.806519,SBb,-99
J10333453+07472730,20.97,0.859,2,4,158.39387,7.790917,SBa,-99
J10441739+07571548,11.94,0.376,1,0,161.07246,7.9543,Sa,-99
J10580217+08094228,7.97,0.495,0,0,164.50904,8.161744,S0,-99
J10292096+07460539,6.07,0.623,-2,0,157.33733,7.768164,S0,-99
J11214520+08342914,19.36,0.476,5,64,170.43833,8.574761,SBc,-99
J11292069+08360848,77.04,0.729,5,72,172.33621,8.602356,SBc,-99
J11422233+08461149,29.29,0.408,-2,2,175.59304,8.769858,S0,-99
J11422229+08455568,0,0.4,0,4,175.59287,8.765467,S0,-99
J11510651+08454196,5.94,0.586,2,4,177.77712,8.761656,SBa,-99
J11513506+08450767,14.94,0.89,-5,0,177.89608,8.752131,E1,1
J11595772+08470950,10.31,0.655,5,72,179.9905,8.785972,SBc,-99
J12003129+08514950,31,0.271,6,0,180.13037,8.86375,Sc,-99
J12042827+08533249,8.91,0.364,3,0,181.11779,8.892358,Sb,-99
J12122264+08463613,15.39,0.708,3,72,183.09433,8.776703,SBb,-99
J12195292+08561528,9.5,0.759,1,2,184.9705,8.937578,SBa,-99
J12244900+08480102,26.76,0.901,2,0,186.20417,8.800283,Sa,-99
J12325150+08442388,11.29,0.773,2,0,188.21458,8.739967,Sa,-99
J09161098+06194588,26.87,0.563,6,4,139.04575,6.329411,SBc,-99
J09182843+06200365,9.81,0.792,1,4,139.61846,6.334347,SBa,-99
J09232574+06264114,16.09,0.705,3,0,140.85725,6.444761,Sb,-99
J09385918+06571953,34.97,0.538,4,4,144.74658,6.955425,SBb,-99
J09410010+06560997,14.55,0.696,1,0,145.25042,6.936103,Sa,-99
J09423147+07055660,16.73,0.818,5,0,145.63112,7.099056,Sc,-99
J09452008+06595922,19.32,0.384,5,0,146.33367,6.999783,Sc,-99
J09512777+07154932,9.61,0.406,6,0,147.86571,7.2637,Sc,-99
J10110939+07464907,11.04,0.277,5,0,152.78912,7.780297,Sc,-99
J10132967+07541568,18.64,0.885,-5,0,153.37362,7.904356,E1,1
J10133571+07503988,10.83,0.603,2,4,153.39879,7.844411,SBa,-99
J10145892+07480247,10.58,0.462,6,0,153.7455,7.800686,Sc,-99
J10165565+07524614,20.19,0.541,2,72,154.23187,7.879483,SBa,-99
J10203967+07513394,12.19,0.702,-5,0,155.16529,7.859428,E3,3
J15220956+45112407,18.81,0.667,3,0,230.53983,45.190019,Sb,-99
J10202773+08024307,34.27,0.703,6,72,155.11554,8.045297,SBc,-99
J10243321+08083728,11.17,0.858,7,0,156.13837,8.143689,Sc,-99
J10264446+08105549,18.44,0.453,3,4,156.68525,8.182081,SBb,-99
J10265616+08090803,6.72,0.683,-2,0,156.734,8.152231,S0,-99
J10301994+08033984,13.74,0.686,3,0,157.58308,8.061067,Sb,-99
J10581926+08361151,8.12,0.46,1,0,164.58025,8.603197,Sa,-99
J10592994+08423304,17.79,0.463,0,0,164.87475,8.709178,S0,-99
J11225363+08530260,6.17,0.401,1,0,170.72346,8.884056,Sa,-99
J11283104+09061595,30.26,0.131,5,0,172.12933,9.104431,Sc,-99
J11283991+09055533,28.46,0.921,5,8,172.16629,9.098703,SBc,-99
J11290054+09052175,13.61,0.691,6,0,172.25225,9.089375,Sc,-99
J11290384+09064338,18.84,0.489,1,0,172.266,9.11205,Sa,-99
J11290649+08591893,15.03,0.345,1,0,172.27704,8.988592,Sa,-99
J11453586+09070551,22.76,0.293,3,0,176.39942,9.118197,Sb,-99
J12011884+09095475,5.26,0.652,-2,0,180.3285,9.165208,S0,-99
J12035953+09125929,11.3,0.598,-5,0,180.99804,9.216469,E4,4
J12042137+09120265,27.36,0.408,4,0,181.08904,9.200736,Sb,-99
J12113495+09210696,8.3,0.938,-3,0,182.89562,9.351933,S0,-99
J12234458+09201730,17.56,0.337,2,8,185.93575,9.338139,SBa,-99
J12235786+09151124,6.64,0.724,-3,0,185.99108,9.253122,S0,-99
J12241472+09160065,11.62,0.859,-3,0,186.06133,9.266847,S0,-99
J12241233+09135327,9.07,0.833,-3,0,186.05137,9.231464,S0,-99
J12241775+09200356,17.3,0.925,2,0,186.07396,9.334322,Sa,-99
J12242915+09213984,7.2,0.597,0,0,186.12146,9.361067,S0,-99
J08351198+05182926,12.5,0.621,-5,0,128.79992,5.308128,E4,4
J09010901+06063044,10.71,0.649,-5,0,135.28754,6.108456,E4,4
J09025920+06194465,12.68,0.684,-5,0,135.74667,6.329069,E3,3
J09273912+07044681,14.71,0.507,3,0,141.913,7.079669,Sb,-99
J09433650+07270405,15.41,0.216,5,0,145.90208,7.451125,Sc,-99
J09541991+07413220,16.52,0.875,-5,0,148.58296,7.692278,E1,1
J09575142+07501127,7.47,0.833,-3,0,149.46425,7.836464,S0,-99
J10164817+08182144,9.24,0.869,-2,0,154.20071,8.305956,S0,-99
J10223668+08223782,11.49,0.7,-3,0,155.65283,8.377172,S0,-99
J10224120+08200309,11.92,0.381,3,8,155.67167,8.334192,SBb,-99
J10231422+08234603,20.45,0.275,2,0,155.80925,8.396119,Sa,-99
J10271487+08330099,24.42,0.592,5,8,156.81196,8.550275,SBc,-99
J10285810+08311779,16.72,0.841,3,2,157.24208,8.521608,SBb,-99
J10371369+08432375,5.72,0.663,0,0,159.30704,8.723264,S0,-99
J10385241+08484669,11.3,0.709,0,0,159.71837,8.812969,S0,-99
J10403914+08514100,12.02,0.788,-5,0,160.16308,8.861389,E2,2
J11035137+09075896,4.62,0.258,2,0,165.96404,9.133044,Sa,-99
J11103717+09113529,7.56,0.901,0,8,167.65487,9.193136,S0,-99
J11302972+09231655,14.46,0.217,5,0,172.62383,9.387931,Sc,-99
J11373597+09282224,11.45,0.357,4,0,174.39987,9.472844,Sb,-99
J11385588+09315556,13.16,0.954,-5,0,174.73283,9.5321,E0,0
J11535870+09373795,11.81,0.698,-5,0,178.49458,9.627208,E3,3
J11542496+09363258,9.87,0.543,3,0,178.604,9.60905,Sb,-99
J11543298+09324035,7.92,0.809,1,0,178.63742,9.544542,Sa,-99
J11554739+09405055,6.14,0.708,-3,0,178.94746,9.680708,S0,-99
J12002805+09365626,12.53,0.73,2,0,180.11687,9.615628,Sa,-99
J12011392+09433952,10.54,0.943,5,0,180.308,9.727644,Sc,-99
J12080208+09455706,13.34,0.763,-5,0,182.00867,9.76585,E2,2
J12142321+09402144,8.96,0.411,0,0,183.59671,9.672622,S0,-99
J12161875+09444926,21.59,0.89,3,0,184.07812,9.747017,Sb,-99
J12163551+09404290,7.75,0.622,1,0,184.14796,9.678583,Sa,-99
J12271371+09423058,9.76,0.924,-2,8,186.80712,9.708494,S0,-99
J12265135+09463895,11.5,0.398,3,0,186.71396,9.777486,Sb,-99
J12274652+09401568,21.57,0.662,1,0,186.94383,9.671022,Sa,-99
J12364553+09430011,8.6,0.903,-3,0,189.18971,9.716697,S0,-99
J08343926+05452615,11.75,0.45,3,0,128.66358,5.757264,Sb,-99
J08124826+27315927,9.88,0.749,5,0,123.20108,27.533131,Sc,-99
J08555721+06201077,16.08,0.725,4,0,133.98837,6.336325,Sb,-99
J09140353+07021618,16.97,0.855,-3,0,138.51471,7.037828,S0,-99
J09142286+07061295,29.58,0.909,4,0,138.59525,7.103597,Sb,-99
J09162524+07054351,11.73,0.702,-5,0,139.10517,7.095419,E3,3
J09282944+07341515,16.3,0.804,1,0,142.12267,7.570875,Sa,-99
J09315215+07345074,19.01,0.895,1,0,142.96729,7.580761,Sa,-99
J09381226+07433992,6.98,0.815,0,0,144.55108,7.727756,S0,-99
J10113829+08364255,13.67,0.584,4,8,152.90954,8.611819,SBb,-99
J10165804+08391607,4.97,0.814,-2,0,154.24183,8.654464,S0,-99
J10232262+08520108,9.43,0.783,-3,0,155.84425,8.866967,S0,-99
J10282542+08590039,7.56,0.444,0,0,157.10592,8.983442,S0,-99
J10295132+09003804,14.59,0.484,2,0,157.46383,9.010567,Sa,-99
J10402837+09105716,29.07,0.88,-5,0,160.11821,9.182544,E1,1
J10580535+09300684,34.47,0.833,4,0,164.52229,9.5019,Sb,-99
J11001119+09353419,11.13,0.4,0,8,165.04662,9.592831,S0,-99
J11003020+09273176,16.2,0.613,5,0,165.12583,9.458822,Sc,-99
J11022932+09284900,14.26,0.657,3,0,165.62217,9.480278,Sb,-99
J11104545+09431701,7.06,0.918,1,0,167.68937,9.721392,Sa,-99
J11135553+09383409,11.99,0.951,-2,0,168.48137,9.642803,S0,-99
J11162553+09482571,10.2,0.382,2,0,169.10637,9.807142,Sa,-99
J11281405+09480172,11.37,0.551,5,68,172.05854,9.800478,SBc,-99
J11570349+10051481,14.58,0.453,1,0,179.26454,10.087447,Sa,-99
J11582753+10011739,67.77,0.295,5,0,179.61471,10.021497,Sc,-99
J12082558+10010001,32.89,0.732,5,0,182.10658,10.016669,Sc,-99
J12123839+10014745,5.65,0.462,0,0,183.15996,10.029847,S0,-99
J12185394+10001019,8.09,0.501,0,0,184.72475,10.002831,S0,-99
J12200648+10042926,5.48,0.959,-2,0,185.027,10.074794,S0,-99
J12261504+09595480,4.52,0.282,1,0,186.56267,9.998556,Sa,-99
J09012578+07014970,67.17,0.652,4,0,135.35742,7.030472,Sb,-99
J09055546+07120241,14.87,0.934,2,0,136.48108,7.200669,Sa,-99
J09180499+07401274,16.6,0.395,2,0,139.52079,7.670206,Sa,-99
J09532976+08304605,11.96,0.706,3,0,148.374,8.512792,Sb,-99
J10071508+08515396,71.04,0.941,3,0,151.81283,8.864989,Sb,-99
J10174716+09081252,14.03,0.276,5,0,154.4465,9.136811,Sc,-99
J10175492+09080930,10.98,0.608,-3,0,154.47883,9.135917,S0,-99
